level1;level2;level3;level4;level5;tooltip;source;source_url;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;level
SOLID WASTE;MISC SOLID WASTE GRANTS;TRANSFER FROM DISPOSAL SERVICE;;;;;;0;0;0;0;0;0;0;0;5999;0;0;0;0;3
SOLID WASTE;STORMWATER FLEET 2013 LOBS;2013 AB LOBS;;;;;;0;0;0;0;0;0;0;0;0;0;2100000;0;0;3
SOLID WASTE;STORMWATER FLEET 2013 LOBS Total;;;;;;;0;0;0;0;0;0;0;0;0;0;2100000;0;0;2
SOLID WASTE;SOLID WASTE ADMINISTRATION;MULCH;;;;;;0;-243;1186;-28;0;0;0;0;0;0;0;0;0;3
SOLID WASTE;SOLID WASTE ADMINISTRATION;STATIONARY CONTAINER SERVICES;;;;;;0;-2505;-6817;35550;-897;0;0;0;0;0;0;0;0;3
SOLID WASTE;SOLID WASTE ADMINISTRATION;DISTRIBUTED INTEREST;;;;;;0;38818;0;0;0;0;0;0;0;0;0;0;0;3
SOLID WASTE;SOLID WASTE ADMINISTRATION;INTEREST SAVINGS ACCOUTS;;;;;;0;140;0;0;0;0;0;0;0;0;0;0;0;3
SOLID WASTE;SOLID WASTE ADMINISTRATION;INDIRECT COSTS;;;;;;0;0;56;0;0;0;0;0;0;0;0;0;0;3
SOLID WASTE;SOLID WASTE ADMINISTRATION Total;;;;;;;0;14622107;11091027;11097585;10200165;9293880;0;1029;383;-749;-73;964;0;2
SOLID WASTE;RECYCLING CENTER;BULKY ITEM PICKUP;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
SOLID WASTE;RECYCLING CENTER;TRANSFER FROM THE GENERAL FUND;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
SOLID WASTE;RECYCLING CENTER Total;;;;;;;0;0;0;0;-17;0;0;0;0;0;0;0;0;2
SOLID WASTE;YARD WASTE COMPOST FACILITY;MULCH;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
SOLID WASTE;YARD WASTE COMPOST FACILITY;STATIONARY CONTAINER SERVICES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
SOLID WASTE;YARD WASTE COMPOST FACILITY;SCRAP TIRE DISPOSAL;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
SOLID WASTE;YARD WASTE COMPOST FACILITY;MIXED SOLID WASTE FEES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
SOLID WASTE;YARD WASTE COMPOST FACILITY Total;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2
SOLID WASTE;CODE ENFORCEMENT Total;;;;;;;0;0;0;0;0;0;350;750;1750;1400;1650;1850;1000;2
SOLID WASTE;RESIDENTIAL COLLECTIONS Total;;;;;;;0;0;0;0;0;0;6979;938;7206;5121;5994;445;0;2
SOLID WASTE;YARD WASTE COLLECTIONS;COMPOST/RECYCLING BINS SALES;;;;;;0;0;0;0;0;0;285;0;9;3;0;17506;0;3
SOLID WASTE;YARD WASTE COLLECTIONS;MISCELLANEOUS OPERATING REVENU;;;;;;0;0;0;0;0;0;0;25;75;0;-50;0;0;3
SOLID WASTE;BULKY ITEM/BRUSH COLLECTIONS;BULKY ITEM PICKUP;;;;;;0;0;0;0;0;0;918;118;180;340;380;220;0;3
SOLID WASTE;BULKY ITEM/BRUSH COLLECTIONS Total;;;;;;;0;0;0;0;0;0;8768;4828;87183;6805;17220;18683;11000;2
SOLID WASTE;BULK STATIONARY CONTAINER COLL;STATIONARY CONTAINER SERVICES;;;;;;0;0;0;0;0;0;100;0;0;0;0;81;0;3
SOLID WASTE;BULK STATIONARY CONTAINER COLL;ROLL OFF CONTAINER RENTALS;;;;;;0;0;0;0;0;0;13056;0;0;0;0;0;0;3
SOLID WASTE;BULK STATIONARY CONTAINER COLL;INTERNAL BILL LANDFILL TIP FEE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
SOLID WASTE;CARDBOARD COLLECTIONS;CARBOARD-COMMERCIAL COLLECTION;;;;;;0;0;0;0;0;0;298;0;0;0;0;0;0;3
SOLID WASTE;TRANSFER STATION;BRUSH PICKUP;;;;;;0;0;0;0;0;0;1219;0;0;0;0;0;0;3
SOLID WASTE;TRANSFER STATION;MIXED SOLID WASTE FEES;;;;;;0;0;0;0;0;0;6369232;5423745;5150914;3084648;3317318;3662457;3501616;3
SOLID WASTE;TRANSFER STATION;APPROPRIATIONS FROM FUND BALAN;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
SOLID WASTE;TRANSFER STATION;TRANSFER FROM-CAPITAL PROJECTS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
SOLID WASTE;TRANSFER STATION Total;;;;;;;0;0;0;0;0;0;18749121;5588014;3312538;3224987;3475995;3822575;3658992;2
SOLID WASTE;ROLL-OFF CONTAINER;ROLL OFF CONTAINER RENTALS;;;;;;0;0;0;0;0;0;26630;27170;0;250;0;0;0;3
SOLID WASTE;CONVENIENCE CENTER;WHITE GOODS-VENDOR;;;;;;0;0;0;0;0;0;0;42048;81851;68935;59185;59678;40000;3
SOLID WASTE;CURBSIDE RECYCLING;SPECIAL EVENT RECYCLING CARTS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
SOLID WASTE;CURBSIDE RECYCLING;SW BLUE CART RENTAL;;;;;;0;0;0;0;0;0;954;-110;792;648;705;0;0;3
TECHNOLOGY SOLUTIONS;TECHNOLOGY SOLUTIONS ADMIN Total;;;;;;;0;0;0;0;0;0;0;1000;0;0;0;0;0;2
TECHNOLOGY SOLUTIONS;CYBER SECURITY PROGRAM;DURHAM COUNTY;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
TECHNOLOGY SOLUTIONS;CYBER SECURITY PROGRAM Total;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2
TECHNOLOGY SOLUTIONS;N C INFORMATION HIGHWAY Total;;;;;;;37345;0;0;0;0;0;0;0;0;0;0;0;0;2
TECHNOLOGY SOLUTIONS;TS-COMPUTER SUPPORT FIXED ASSE;SALE OF SURPLUS EQUIPMENT;;;;;;0;0;0;0;0;0;0;18;0;0;0;0;0;3
TECHNOLOGY SOLUTIONS;TECH SOLUTIONS GASB 34 CONV;TRANFER FROM ENTERPRISE-5101;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;W-ASBESTOS CEMENT LIN REPLACEM;APPROPRIATIONS FROM FUND BALAN;;;;;;0;0;0;0;0;0;0;0;250000;0;-18961;0;0;3
WATER MANAGEMENT;WATER AND SEWER CIP;SE REGIONAL LIFT STATION FEES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER AND SEWER CIP;TRANSFER FROM-BALLPARK FUND;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;228388;3
WATER MANAGEMENT;WATER AND SEWER TRANSFERS;DISTRIBUTED INTEREST;;;;;;0;0;0;0;0;0;0;0;0;0;92663;0;0;3
WATER MANAGEMENT;WATER AND SEWER TRANSFERS;TRANSFER FROM WATERSHED;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER AND SEWER TRANSFERS;TRANSFER FROM BALLPARK FUND;;;;;;0;0;0;0;0;0;0;0;0;0;2192498;0;0;3
WATER MANAGEMENT;WATER AND SEWER TRANSFERS Total;;;;;;;0;0;0;0;0;0;0;0;0;0;76155154;-28947041;0;2
WATER MANAGEMENT;WATER & SEWER CONSTRUCTION;MISCELLANEOUS OPERATING REVENU;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER & SEWER CONSTRUCTION;DISTRIBUTED INTEREST;;;;;;95691;1141685;0;0;0;2376135;0;0;0;0;1893442;0;287851;3
WATER MANAGEMENT;WATER & SEWER CONSTRUCTION;REVENUE BOND 98 ISSUE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER & SEWER CONSTRUCTION;REVENUE BONDS;;;;;;4120132;0;0;0;0;-765;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER & SEWER CONSTRUCTION;TRANSFER FROM-WATER AND SEWER;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PUBLIC WORKS;MISC. THOROUGHFARE PROJECTS;LOANS & AGREEMENTS WITH THE ST;;;;;;123023;0;0;0;0;0;0;0;0;0;0;0;0;3
PUBLIC WORKS;MISC. THOROUGHFARE PROJECTS;CAP. FACIL./IMPACT FEES STREET;;;;;;149000;0;0;0;0;0;0;0;0;0;0;0;0;3
PUBLIC WORKS;MISC. THOROUGHFARE PROJECTS;2005 GENERAL OBLIGATION BONDS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PUBLIC WORKS;MISC. THOROUGHFARE PROJECTS;BOND PROCEEDS-96 AUTHORITY;;;;;;926644;740081;0;0;0;0;0;0;0;0;0;0;0;3
PUBLIC WORKS;MISC. THOROUGHFARE PROJECTS;INVESTMENT INCOME;;;;;;0;16763;0;-21307;11189;0;6644;0;-1371;0;0;0;0;3
PUBLIC WORKS;2012 AB 2005 BONDS;2010 GENERAL OBLIGATION BONDS;;;;;;0;0;0;0;0;0;0;0;0;0;25992;0;0;3
PUBLIC WORKS;MISC. THOROUGHFARE PROJECTS;INTEREST - GO BONDS;;;;;;10126;0;0;0;0;0;0;0;-1;0;0;0;0;3
PUBLIC WORKS;MISC. THOROUGHFARE PROJECTS;OTHER FACILITIES;;;;;;23533;0;0;0;-1;0;0;0;0;0;0;0;0;3
PUBLIC WORKS;2007 STREET & SIDEWALK BONDS Total;;;;;;;0;0;0;0;3000000;0;12000000;-665155;0;0;-14334845;0;0;2
PUBLIC WORKS;2007 BONDS Total;;;;;;;0;0;0;0;0;0;0;0;0;0;5592852;0;0;2
PUBLIC WORKS;SIDEWALK CONSTR-2/3'S BONDS;TWO THIRDS BONDS PROCEEDS 2008;;;;;;0;0;0;0;350000;0;0;1028000;0;0;-327516;0;0;3
PUBLIC WORKS;TRANSPORTATION PROJECTS;2004-2/3 NET DEBT BD PROCEEDS;;;;;;6297514;0;0;0;0;0;0;0;0;0;0;0;0;3
PUBLIC WORKS;TRANSPORTATION PROJECTS;STATE GRANTS;;;;;;1481183;0;0;62287;-49830;120359;0;0;0;0;0;0;0;3
PUBLIC WORKS;SIDEWALK CONSTRUCTION Total;;;;;;;3700142;2654415;31694;72206;373557;11540;239720;118785;817970;376949;29516;-206381;10386331;2
PUBLIC WORKS;2012 AB 2005 Bonds Total;;;;;;;0;0;0;0;0;0;0;0;0;0;20631932;250382;433006;2
PUBLIC WORKS;2010 AB 2005 Bonds Total;;;;;;;0;0;0;0;0;0;0;0;0;0;5163807;0;0;2
PUBLIC WORKS;2005 2/3 BONDS Total;;;;;;;0;0;0;0;0;0;0;0;0;0;1983278;0;0;2
WATER MANAGEMENT;WATER & SEWER CONSTRUCTION;TRANSFER FROM-STORM WATER FUND;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER/SEWER CIP RESERVE Total;;;;;;;0;0;0;0;0;0;12400000;3960001;9520209;10190081;-36070292;0;12400000;2
WATER MANAGEMENT;WATER CONST 2009 REVENUE BONDS;REVENUE BONDS;;;;;;0;0;0;0;0;0;0;0;0;0;5184;0;0;3
WATER MANAGEMENT;WATER CONST 2010 REVENUE BONDS Total;;;;;;;0;0;0;0;0;0;10979579;0;-1386251;0;2537132;0;0;2
WATER MANAGEMENT;SEWER CONST 2009 REVENUE BONDS;TRANSFER FROM WATER & SEWER O;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;MISCELLANEOUS REVENUE BONDS;MISCELLANEOUS REVENUE BONDS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;SEWER SYSTEM REHABILITATION;INVESTMENT INCOME;;;;;;261306;0;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER SUPPLY SECURITY IMPROVEM;FEDERAL GRANTS;;;;;;0;0;31020;17944;743374;84679;53507;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER SUPPLY SECURITY IMPROVEM;APPROPRIATIONS FROM FUND BALAN;;;;;;0;0;0;0;0;0;0;0;25055;0;0;0;0;3
WATER MANAGEMENT;WATERSHED PROTECTION;CITY WATER SERVICES;;;;;;0;0;0;0;0;0;0;86595;91880;92293;93283;94585;75000;3
WATER MANAGEMENT;SOUTH DURHAM WRF CAPITAL FACIL;CAPITAL FACILITIES/IMPACT FEES;;;;;;0;667187;1082336;846245;579640;612918;550498;666485;798738;887970;1170197;1007735;1000000;3
WATER MANAGEMENT;SOUTH DURHAM WRF CAPITAL FACIL Total;;;;;;;0;676269;1082336;846245;579640;612918;550498;666485;798738;887970;1170197;1007735;1000000;2
WATER MANAGEMENT;NORTH DURHAM WRF CAPITAL FACIL;CAPITAL FACILITIES/IMPACT FEES;;;;;;0;1113944;624898;549997;424026;321586;240600;203711;253912;335698;258827;249206;200000;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;OUTSIDE CITY WATER SERVICES;;;;;;0;3957133;4086789;4556638;4520269;5968778;7111985;7250027;7137091;7057570;6900810;7346113;7191034;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;WATER NON-REIMBURSEABLE FRONTA;;;;;;0;251049;456274;325890;156432;48019;0;0;0;-922;837;0;0;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;WATER ANALYSIS FEE;;;;;;0;94686;9040;-125;0;0;0;0;40;0;0;0;0;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;FIXTURE LEAK ADJUSTMENT;;;;;;0;-398964;-440317;-560098;-269273;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;SWIMMING POOL ADJUSTMENT;;;;;;0;-15077;-14799;-16693;-6835;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;BILLING RATE ERROR;;;;;;0;-20748;-9931;-9323;-4517;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;SERVICE CHARGE OUTSIDE SEWER;;;;;;0;216369;220635;226073;514644;733984;861470;615362;627855;610167;739109;657699;541964;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;SEPTIC TANK DISPOSAL;;;;;;0;64680;67840;66600;69520;71800;120600;112920;164700;234480;266883;275481;225000;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;BACKFLOW TESTER CERTIFICATION;;;;;;0;8350;6800;3450;14375;17680;11800;13475;15275;12250;10375;12750;12000;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;INSPECTION;;;;;;0;440;879;1395;4630;700;810;1030;1290;820;1100;1930;0;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;BACKFLOW DEVICE INSPECTION;;;;;;0;0;0;0;0;0;0;0;170;52955;2210;38845;30000;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;UTILITY CONSTRUCTION-CITY FORC;;;;;;0;7886;-55491;24995;19323;4078;126;1980;0;9213;4923;3386;0;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;ENGINEERING CHARGES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;UNREFUNDED AMOUNTS UNDER THE M;;;;;;0;15;6;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;INVESTMENT INCOME;;;;;;0;138398;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;RAIN BARREL SALES;;;;;;0;0;0;0;0;0;0;0;2306;1217;1649;490;500;3
WATER MANAGEMENT;WATER & SEWER ADMINISTRATION;SEWER CAPITAL FACILITY FEE FUN;;;;;;0;113999;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER & SEWER OPERATIONS;COLLECTION OF BAD DEBTS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER & SEWER OPERATIONS;TRANSFER FROM CIP W/S;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;LAKE MICHIE LAKEHOUSE OPERATIO;CONCESSIONS;;;;;;0;0;0;0;0;0;0;40;0;45;145;0;0;3
WATER MANAGEMENT;LITTLE RIVER LAKEHOUSE OPER;CONCESSIONS;;;;;;0;0;0;0;0;0;0;41;0;37;0;0;0;3
WATER MANAGEMENT;WM-FACILITIES/PUMP STATION MAN Total;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2
WATER MANAGEMENT;WATER & SEWER FUND FIXED ASSET;WATER & SEWER ADJUSTMENTS;;;;;;0;1689;487093;-679234;1825869;-414113;-685459;479648;-222690;1230479;338051;-194977;0;3
WATER MANAGEMENT;WATER & SEWER FUND FIXED ASSET;SALE OF LAND;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
WATER MANAGEMENT;WATER & SEWER FUND FIXED ASSET;SALE OF SURPLUS EQUIPMENT;;;;;;0;0;0;-25626;0;-5550;-16747;-5408;-36114;-17828;-11205;-516172;0;3
WATER MANAGEMENT;WATER & SEWER FUND FIXED ASSET;DONATED INFRASTRUCTURE;;;;;;0;0;26879106;12323622;11992922;6254389;14704936;10794510;9803095;20998226;13623359;9663374;0;3
WATER MANAGEMENT;WATER & SEWER FUND FIXED ASSET;LIMITED OBLIGATION BONDS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
FLEET MANAGEMENT;DURHAM CO FIRE MAINTENANCE Total;;;;;;;0;0;0;0;0;0;0;0;0;11994;12835;13031;12000;2
FLEET MANAGEMENT;GENERAL SERVICES FLEET;TRANSFER FROM THE GENERAL FUND;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1575000;3
FLEET MANAGEMENT;GENERAL CAPITAL FLEET;2013 AB LOBS;;;;;;0;0;0;0;0;0;0;0;0;0;3000000;0;3000000;3
FLEET MANAGEMENT;STORM WATER FLEET;INSURANCE PAYMENTS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;387445;3
FLEET MANAGEMENT;STORM WATER FLEET;TRANSFER FROM STORM WATER MGMT;;;;;;0;0;0;0;0;0;0;0;0;0;0;409312;1856539;3
FLEET MANAGEMENT;STORM WATER FLEET;;;;;;;0;0;0;0;0;0;0;0;0;0;0;409312;2243984;2
FLEET MANAGEMENT;SOLID WASTE FLEET;TRANSFER FROM FLEET;;;;;;0;0;0;0;0;0;0;90839;0;0;0;0;0;3
FLEET MANAGEMENT;FLEET FIXED ASSET HOLDING FUND;TRANSFER FROM 9200;;;;;;0;0;0;0;0;0;13555;0;0;0;0;0;0;3
NEIGHBORHOOD IMPROVEMENT SERVI;NEIGHBORHOOD IMPROVEMENT SERVI;DONATIONS;;;;;;0;0;0;0;0;0;0;0;0;1000;0;0;0;3
NEIGHBORHOOD IMPROVEMENT SERVI;COMM ENGAGEMENT TEAM;DONATIONS;;;;;;0;0;0;0;0;0;0;0;0;0;1500;0;0;3
NEIGHBORHOOD IMPROVEMENT SERVI;NEIGHBORHOOD COMPASS Total;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2
NEIGHBORHOOD IMPROVEMENT SERVI;FY07-08 CDBG NIS Total;;;;;;;0;0;0;400266;0;0;0;0;0;0;0;0;49546;2
NEIGHBORHOOD IMPROVEMENT SERVI;FY07-08 ESG NIS;FEDERAL GRANTS;;;;;;0;0;0;13821;1179;0;0;0;0;0;0;0;0;3
NEIGHBORHOOD IMPROVEMENT SERVI;NEIGHBORHOOD SERVICES GRANTS;GRANT IN-KIND MATCHING REVENUE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;78750;3
TRANSPORTATION;TRAFFIC OPERATIONS;TRAFFIC SIGNS (SCHEDULE A);;;;;;0;0;14011;86775;4773;61069;30214;35711;29794;36793;49820;35942;40000;3
TRANSPORTATION;TRAFFIC OPERATIONS;TRAFFIC SIGNALS (SCHEDULE C);;;;;;0;0;249779;401763;0;955507;543031;649007;679911;507418;662282;534672;630427;3
TRANSPORTATION;TRAFFIC OPERATIONS;CERTIFICATES OF PARTICIPATION;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
TRANSPORTATION;TRANSPORTATION SUPERVISION;ORANGE COUNTY;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
TRANSPORTATION;TRANSPORTATION SUPERVISION;TOWN OF CARRBORO;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
TRANSPORTATION;TRANSPORTATION SUPERVISION;CITY OF RALEIGH;;;;;;0;0;0;0;0;0;0;0;0;0;0;102768;0;3
TRANSPORTATION;TRANSPORTATION GRANTS FUND;FEDERAL GRANTS;;;;;;0;0;0;0;238005;207557;109717;150597;114987;40700;264198;416445;1741811;3
TRANSPORTATION;TRANSPORTATION GRANTS FUND;DURHAM COUNCIL FOR SENIOR CITI;;;;;;0;0;0;0;0;0;3296;2220;2752;4708;3677;2605;9969;3
TRANSPORTATION;TRANSPORTATION GRANTS FUND;STATE GRANTS;;;;;;0;0;37500;122162;33748;187550;27297;27076;25347;25552;35267;18487;58223;3
TRANSPORTATION;TRANSPORTATION GRANTS FUND;DURHAM COUNTY;;;;;;0;0;81876;1000;-82876;17000;0;16450;23885;73828;37222;66874;253020;3
TRANSPORTATION;TRANSPORTATION GRANTS FUND;CHATHAM COUNTY;;;;;;0;0;0;0;0;0;0;0;0;11201;13223;11360;44574;3
TRANSPORTATION;TRANSPORTATION GRANTS FUND;MISCELLANEOUS OPERATING REVENU;;;;;;28531;5431;0;0;0;1350;2362;27714;0;0;0;0;0;3
TRANSPORTATION;TRANSPORTATION GRANTS FUND;TRANSFER FROM CIP TRANSP;;;;;;0;0;0;0;0;0;0;0;0;0;-20072;0;0;3
TRANSPORTATION;TRANSPORTATION GRANTS FUND;TRANSFER FROM TRANSIT GRANT FU;;;;;;0;0;0;7500;109911;0;0;-40458;0;0;0;0;103138;3
TRANSPORTATION;2012 2/3 BONDS;TWO THIRDS BOND PROCEED 2012;;;;;;0;0;0;0;0;0;0;0;250000;0;-227696;0;0;3
TRANSPORTATION;METROPOLITAN PLANNG GRANT Total;;;;;;;0;0;0;0;0;235491;3915;0;0;0;0;0;43994;2
TRANSPORTATION;TRANSIT- FTA/NCDOT GRANTS;SUBSIDY 45% - RZEDB;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
TRANSPORTATION;TRANSIT- FTA/NCDOT GRANTS;INSURANCE PAYMENTS;;;;;;0;0;4749;0;0;0;0;0;0;0;75573;0;75573;3
TRANSPORTATION;TRANSIT- FTA/NCDOT GRANTS;DISTRIBUTED INTEREST;;;;;;176069;21301;0;0;0;0;-197370;0;0;0;0;0;0;3
TRANSPORTATION;TRANSIT- FTA/NCDOT GRANTS;DONATIONS;;;;;;650000;0;0;0;0;0;5000;0;0;5000;0;0;0;3
TRANSPORTATION;TRANSIT- FTA/NCDOT GRANTS;TRANSFERS FROM RESERVES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
TRANSPORTATION;TRANSIT- FTA/NCDOT GRANTS;TRANSFER FROM TRANSIT ADMINIST;;;;;;5231469;615947;604491;876379;781905;1080890;716998;1055935;1161858;955071;1469821;1688000;2404440;3
TRANSPORTATION;TRANSIT ADMINISTRATION;CURRENT YEAR'S LEVY;;;;;;0;0;0;0;0;0;0;0;7597235;8981540;8889721;9079799;11299707;3
TRANSPORTATION;TRANSIT ADMINISTRATION;WAKE COUNTY - CURR LEVY;;;;;;0;0;0;0;0;0;0;0;0;0;0;17526;0;3
TRANSPORTATION;TRANSIT ADMINISTRATION;INSURANCE PAYMENTS;;;;;;0;0;0;0;0;0;75573;0;0;0;-75573;0;0;3
TRANSPORTATION;TRANSIT ADMINISTRATION;SALE OF SURPLUS EQUIPMENT;;;;;;0;0;0;0;0;0;0;0;0;0;36608;0;0;3
TRANSPORTATION;TRANSIT ADMINISTRATION;TRANSFER FROM TRANSIT INVESTME;;;;;;0;1461398;0;0;0;175000;0;0;0;0;0;0;0;3
TRANSPORTATION;TRANSIT OPERATIONS;MOTOR VEHICLE LICENSES;;;;;;0;1328272;1236034;1291444;1244503;1501688;1956179;1947379;1998851;1207480;15390;15210;0;3
TRANSPORTATION;TRANSIT OPERATIONS;2010AB LOBS - COST OF ISSUANCE;;;;;;0;0;0;0;0;0;19345;0;0;0;0;0;0;3
TRANSPORTATION;TRANSIT OPERATIONS;TRANSFER FROM TRANSIT INVESTME;;;;;;0;1268000;68178;0;0;0;184485;0;0;0;0;0;0;3
TRANSPORTATION;TRANSIT -RECOVERY ACT 2009;FEDERAL GRANTS;;;;;;0;0;0;0;1000000;2480399;532241;174877;69948;0;0;0;0;3
TRANSPORTATION;PARKING FACILITIES OPERATING F Total;;;;;;;0;2111;23913;18380;15160;14319;3504;1803;1292;2001854;1991400;1944663;977764;2
TRANSPORTATION;CORCORAN ST PARKING GARAGE;PARKING STAMPS;;;;;;0;600;0;86255;0;0;0;0;0;0;0;0;0;3
TRANSPORTATION;CHAPEL HILL ST PARKING GARAGE;HOURLY PARKING;;;;;;0;52125;56118;45928;41827;39429;66951;76182;71446;44857;114693;180200;203465;3
TRANSPORTATION;CHAPEL HILL ST PARKING GARAGE;INTEREST ON STREET ASSESSMENTS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
TRANSPORTATION;CHAPEL HILL ST PARKING GARAGE Total;;;;;;;0;174459;184450;178846;174816;167088;297535;269371;284426;247968;394866;477956;522268;2
TRANSPORTATION;CHURCH ST PARKING GARAGE;SPECIAL EVENT PARKING;;;;;;0;0;0;0;0;902;3603;9108;11045;20145;28902;40916;59138;3
TRANSPORTATION;CHURCH ST PARKING GARAGE;DISTRIBUTED INTEREST;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
TRANSPORTATION;PARRISH ST PARKING LOT;HOURLY PARKING;;;;;;0;145029;148142;132369;141139;146032;235126;242955;142015;68013;48170;41538;42741;3
TRANSPORTATION;NINTH STREET PARKING Total;;;;;;;0;0;0;0;0;0;0;0;0;0;11746;23928;29805;2
TRANSPORTATION;LOT 14 Total;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2
TRANSPORTATION;LOT 4 Total;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2
TRANSPORTATION;LOT 32;HOURLY PARKING;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
TRANSPORTATION;LOT 32 Total;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2
TRANSPORTATION;SPECIAL EVENTS PARKING;MONTHLY PARKING;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
TRANSPORTATION;ON STREET PARKING;HOURLY PARKING;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1200000;3
TRANSPORTATION;ON STREET PARKING;PARKING VIOLATIONS;;;;;;0;0;0;0;0;0;0;299548;254395;259471;361999;533909;483668;3
TRANSPORTATION;ON STREET CONTRACTOR/DUMPSTER;HOURLY PARKING;;;;;;0;0;0;0;0;0;0;0;0;0;0;95;0;3
TRANSPORTATION;PARKING FACILITIES OPERATIONS;HOURLY PARKING;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
NONDEPARTMENTAL;SUP-PAY FOR PERFORMANCE;DONATIONS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
