level1;level2;level3;level4;level5;tooltip;source;source_url;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;level
PARKS & RECREATION;DPR-ATHLETICS;PART-TIME PERSONNEL;;;;;;0;73888;95077;106673;87297;77308;68553;76960;80871;88989;78737;68495;85000;3
PARKS & RECREATION;DPR-ATHLETICS;SHIFT DIFFERENTIAL;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-ATHLETICS;FICA EXPENSE;;;;;;0;15172;19817;21987;23675;21501;20399;20925;20720;21182;21567;21443;23430;3
PARKS & RECREATION;DPR-ATHLETICS;ICMA RET HEALTH SAVINGS PLAN;;;;;;0;0;0;0;0;910;1225;1890;2205;3395;3325;3395;3640;3
PARKS & RECREATION;DPR-ATHLETICS;SPECIAL LAW ENFORCEMENT 401(K);;;;;;0;0;577;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-ATHLETICS;FACILITY RENT;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-ATHLETICS;LOCAL TELEPHONE SERVICE;;;;;;0;9136;9621;8297;21053;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-ATHLETICS;LONG DISTANCE TELEPHONE SERVIC;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-ATHLETICS;AUTOMOTIVE & VEHICLE MAINTENAN;;;;;;0;0;0;2649;48;728;695;309;262;18;49;73;600;3
PARKS & RECREATION;DPR-ATHLETICS;COMPUTER SUPPORT;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-ATHLETICS;TRAVEL;;;;;;0;297;-446;599;225;54;0;232;0;0;0;0;0;3
PARKS & RECREATION;DPR-ATHLETICS;TRANSFER TO TRANSIT TRUSTFUND;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;ERWIN FIELD;SPONSORSHIPS;;;;;;;0;0;0;0;0;;;0;;;0;0;3
PARKS & RECREATION;LITTLE RIVER FACILITY;SPONSORSHIPS;;;;;;;0;0;0;0;0;;;0;;;0;0;3
PARKS & RECREATION;OLD NORTH DURHAM PARK  Total;;;;;;;;0;0;0;0;0;;;0;;;0;0;2
PARKS & RECREATION;W D HILL CENTER;SPONSORSHIPS;;;;;;;0;0;0;0;0;;;0;;;0;0;3
PARKS & RECREATION;DPR-MATURE ADULTS;OVERTIME;;;;;;0;0;1029;485;101;0;0;0;0;0;69;0;0;3
PARKS & RECREATION;DPR-MATURE ADULTS;OFFICE SUPPLIES;;;;;;0;0;364;543;76;410;784;292;330;276;520;249;250;3
PARKS & RECREATION;DPR-MATURE ADULTS;LOCAL TELEPHONE SERVICE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-MATURE ADULTS;CELLULAR PHONE;;;;;;0;0;0;0;0;0;0;355;661;794;719;852;1000;3
PARKS & RECREATION;DPR-MATURE ADULTS;WATER;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-MATURE ADULTS;DIESEL OIL;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-MATURE ADULTS;AUTOMOTIVE & VEHICLE MAINTENAN;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-MATURE ADULTS;SUBSCRIPTIONS;;;;;;0;0;0;0;0;0;59;0;70;0;0;0;0;3
PARKS & RECREATION;DPR-MATURE ADULTS;INSURANCE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-MATURE ADULTS;NON-FIXED ASSET EQUIPMENT;;;;;;0;0;0;163;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-MATURE ADULTS;NON-FIXED ASSET COMPUTER SOFTW;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-MATURE ADULTS;CONTRIBUTIONS TO OTHER AGENCIE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR- TEEN SERVICES;LIFE INSURANCE;;;;;;0;146;220;262;285;176;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR- TEEN SERVICES;DENTAL INSURANCE PREMIUM;;;;;;0;404;584;774;870;325;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR- TEEN SERVICES;BC/BS HEALTH INS - CITY;;;;;;0;0;9630;10778;12162;6266;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR- TEEN SERVICES;RETIREMENT CONTRIBUTIONS-LEO;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR- TEEN SERVICES;CELLPHONE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR- TEEN SERVICES;SPECIALIZED DEPARTMENT SUPPLIE;;;;;;0;31872;6626;6196;4301;6268;22;0;0;0;0;0;0;3
PARKS & RECREATION;DPR- TEEN SERVICES;COMMUNICATIONS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR- TEEN SERVICES;CELLULAR PHONE;;;;;;0;230;434;2121;442;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR- TEEN SERVICES;STORM WATER RUN-OFF;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR- TEEN SERVICES;COMPUTER SUPPORT;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR- TEEN SERVICES;OTHER OPERATING COSTS;;;;;;0;5935;3474;2257;1810;0;1472;0;0;0;0;0;0;3
PARKS & RECREATION;DPR- TEEN SERVICES;CONTRIBUTIONS TO OTHER AGENCIE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;OVERTIME;;;;;;0;0;836;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;MEDICARE EXPENSE;;;;;;0;225;1100;279;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;LEO SPECIAL SEPARATION ALLOWAN;;;;;;0;0;34;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;POSTAGE;;;;;;0;108;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;PRINTING & DUPLICATION;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;CHEMICALS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;SMALL HAND TOOLS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;UNIFORMS & LAUNDRY SERVICES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;AUTOMOTIVE EQUIPMENT LEASE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;COMMUNICATIONS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;ELECTRICITY;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;STATIONARY CONTAINER FEES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;NON-FIXED ASSET COMPUTER SOFTW;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;SPECIAL CONTRACTUAL SERVICES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;GENERAL & ADMINISTRATIVE;;;;;;0;0;5587;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL;APPROPRIATIONS NOT AUTHORIZED;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-YOUTH COUNCIL  Total;;;;;;;0;33642;137262;25549;797;0;0;0;0;0;0;0;0;2
PARKS & RECREATION;DPR-SPECIAL POPULATIONS;PART-TIME PERSONNEL;;;;;;0;185975;220421;227087;204089;166532;182056;100203;92281;2621;5631;3302;5500;3
PARKS & RECREATION;DPR-SPECIAL POPULATIONS;HEALTH INSURANCE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-SPECIAL POPULATIONS;WELLPATH CITY SUPPLEMENT;;;;;;0;14318;2559;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-SPECIAL POPULATIONS;CAR ALLOWANCE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-SPECIAL POPULATIONS;SANITATION & CLEANING MATERIAL;;;;;;0;0;0;3;0;0;0;3;0;0;0;0;0;3
PARKS & RECREATION;DPR-SPECIAL POPULATIONS;UNIFORMS & LAUNDRY SERVICES;;;;;;0;577;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-SPECIAL POPULATIONS;EQUIPMENT RENTALS;;;;;;0;0;0;0;0;0;0;0;0;0;125;0;0;3
PARKS & RECREATION;DPR-SPECIAL POPULATIONS;AUTOMOTIVE & VEHICLE MAINTENAN;;;;;;0;70;1334;547;947;2461;892;2577;2331;1344;2020;6447;3250;3
PARKS & RECREATION;DPR-SPECIAL POPULATIONS;COMPUTER SUPPORT;;;;;;0;0;0;869;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-SPECIAL POPULATIONS;FACILITIES & GROUNDS MAINTENAN;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-SPECIAL POPULATIONS;PROFESSIONAL SERVICES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-SPECIAL POPULATIONS;FURNITURE & EQUIPMENT;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-ADVENTURE/OUTDOOR PROG;MEDICARE EXPENSE;;;;;;0;0;0;0;0;0;1444;1847;1830;1841;2402;3007;2953;3
PARKS & RECREATION;DPR-ADVENTURE/OUTDOOR PROG;MENTAL HEALTH INSURANCE PREMIU;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-ADVENTURE/OUTDOOR PROG;BC/BS HEALTH INS - RETIREES;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-ADVENTURE/OUTDOOR PROG;RETIREMENT CONTRIBUTIONS-LGERS;;;;;;0;0;0;0;0;0;6411;8437;7731;8928;11617;13329;14360;3
PARKS & RECREATION;DPR-ADVENTURE/OUTDOOR PROG;POSTAGE;;;;;;0;0;0;0;0;0;0;1;37;29;0;0;300;3
PARKS & RECREATION;DPR-ADVENTURE/OUTDOOR PROG;PRINTING-INTERNAL SERVICES;;;;;;0;0;0;0;0;0;38;88;0;0;0;0;0;3
PARKS & RECREATION;DPR-ADVENTURE/OUTDOOR PROG;LOCAL AUTO MILEAGE;;;;;;0;0;0;0;0;0;496;430;486;625;540;664;500;3
PARKS & RECREATION;DPR-ADVENTURE/OUTDOOR PROG;OTHER OPERATING COSTS;;;;;;0;0;0;0;0;0;2282;1788;192;0;40;0;0;3
PARKS & RECREATION;DPR-ADVENTURE/OUTDOOR PROG;ADVERTISING;;;;;;0;0;0;0;0;0;262;587;25;0;0;0;0;3
PARKS & RECREATION;DPR-ADVENTURE/OUTDOOR PROG;SPONSORSHIPS;;;;;;;0;0;0;0;0;;;0;;;0;0;3
PARKS & RECREATION;DPR-SOCCER;CONTRACTUAL PERSONAL SERVICES;;;;;;0;0;0;0;0;0;25642;23216;27848;19195;0;0;0;3
PARKS & RECREATION;DPR-SOCCER;FICA EXPENSE;;;;;;0;0;0;0;0;0;2023;2529;2421;2477;383;0;0;3
PARKS & RECREATION;DPR-SOCCER;MEDICARE EXPENSE;;;;;;0;0;0;0;0;0;473;591;566;579;90;0;0;3
PARKS & RECREATION;DPR-SOCCER;INSURANCE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-SOCCER;RETIREMENT CONTRIBUTIONS-LGERS;;;;;;0;0;0;0;0;0;1871;2845;2618;2837;446;0;0;3
PARKS & RECREATION;DPR-SOCCER;RETIREMENT CONTRIBUTIONS-LEO;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-SOCCER;CELLULAR PHONE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-SOCCER;TRAINING & RELATED TRAVEL;;;;;;0;0;0;0;0;0;0;44;405;0;0;0;0;3
PARKS & RECREATION;ENVIRONMENTAL EDUCATION;FULL TIME PERSONNEL;;;;;;0;0;0;0;0;0;0;18424;40947;0;0;0;0;3
PARKS & RECREATION;ENVIRONMENTAL EDUCATION;FICA EXPENSE;;;;;;0;0;0;0;0;0;0;1249;2997;0;0;0;0;3
PARKS & RECREATION;ENVIRONMENTAL EDUCATION;PRINTING & DUPLICATION;;;;;;0;0;0;0;0;0;0;350;225;0;0;0;0;3
PARKS & RECREATION;ENVIRONMENTAL EDUCATION;SPECIALIZED DEPARTMENT SUPPLIE;;;;;;0;0;0;0;0;0;0;3068;742;0;0;0;0;3
PARKS & RECREATION;ENVIRONMENTAL EDUCATION;FACILITY RENT;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;ENVIRONMENTAL EDUCATION;EQUIPMENT RENTALS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;ENVIRONMENTAL EDUCATION;LOCAL TELEPHONE SERVICE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;ENVIRONMENTAL EDUCATION;PROPANE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;ENVIRONMENTAL EDUCATION;COMPUTER SUPPORT;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;ENVIRONMENTAL EDUCATION;LOCAL AUTO MILEAGE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;ENVIRONMENTAL EDUCATION;DUES & PROFESSIONAL MEMBERSHIP;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;ENVIRONMENTAL EDUCATION;SUBSCRIPTIONS;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;ENVIRONMENTAL EDUCATION;INSURANCE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-FITNESS CENTER;OVERTIME;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-FITNESS CENTER;CONTRACTUAL PERSONAL SERVICES;;;;;;0;3724;4295;4380;3900;100;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-FITNESS CENTER;WELLPATH CITY SUPPLEMENT;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
PARKS & RECREATION;DPR-FITNESS CENTER;CAR ALLOWANCE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
CITY MANAGER;PUBLIC AFFAIRS OFFICE;PROFESSIONAL SERVICES;;;;;;0;0;0;0;19208;11960;10638;10815;11830;12808;11443;11920;12000;3
CITY MANAGER;DURHAM ONE CALL;OVERTIME;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
CITY MANAGER;DURHAM ONE CALL;MEDICARE EXPENSE;;;;;;0;5335;5366;5509;5776;4888;5445;5679;5550;6033;5853;6825;6826;3
CITY MANAGER;DURHAM ONE CALL;OFFICE SUPPLIES;;;;;;0;1564;1336;1894;680;199;381;367;358;293;132;373;400;3
CITY MANAGER;DURHAM ONE CALL;NON-FIXED ASSET EQUIPMENT;;;;;;0;11893;8863;720;0;0;0;1846;27253;492;921;11014;6903;3
CITY MANAGER;DURHAM ONE CALL;GENERAL & ADMINISTRATIVE;;;;;;0;702;159;309;194;534;656;50;25;0;1505;77;100;3
CITY MANAGER;PUBLIC AFFAIRS  - GOVTV;LOCAL TELEPHONE SERVICE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
CITY MANAGER;PUBLIC AFFAIRS  - GOVTV  Total;;;;;;;0;0;0;0;23406;7800;1800;600;0;0;0;0;0;2
CITY MANAGER;CITY MANAGER FIXED ASSETS;DEPRECIATION EXPENSE INFRASTRU;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
CITY MANAGER;DURHAM ONE CALL FIXED ASSETS;DEPRECIATION EXPENSE INFRASTRU;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
CITY MANAGER;DURHAM ONE CALL FIXED ASSETS  Total;;;;;;;0;23536;20432;2869;2869;2869;2869;0;0;0;0;0;0;2
CITY CLERK;CITY CLERK;FICA EXPENSE;;;;;;0;19585;21403;22864;23638;23797;24345;25769;25189;26483;25395;26481;26214;3
CITY CLERK;CITY CLERK;LIFE INSURANCE;;;;;;0;667;898;877;901;914;911;911;866;861;847;861;855;3
CITY CLERK;CITY CLERK;WELLPATH CITY SUPPLEMENT;;;;;;0;20256;3057;0;0;0;0;0;0;0;0;0;0;3
CITY CLERK;CITY CLERK;BC/BS HEALTH INS - CITY;;;;;;0;0;31595;36881;38077;41541;51750;51661;55083;53854;49502;55355;55471;3
CITY CLERK;CITY CLERK;PRINTING-INTERNAL SERVICES;;;;;;0;2635;2175;2555;2548;1893;1903;1652;1064;2466;4265;3688;3797;3
CITY CLERK;CITY CLERK;CLOTHING ALLOWANCE;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
CITY CLERK;CITY CLERK;LOCAL TELEPHONE SERVICE;;;;;;0;1911;1937;1846;2528;0;573;339;422;351;444;466;835;3
CITY CLERK;CITY CLERK;LONG DISTANCE TELEPHONE SERVIC;;;;;;0;75;44;34;65;0;0;0;0;0;0;0;0;3
CITY CLERK;CITY CLERK;TELEPHONE SYSTEM MODIFICATION;;;;;;0;50;660;100;120;0;0;0;0;0;0;0;0;3
CITY CLERK;CITY CLERK;EQUIPMENT MAINTENANCE & SERVIC;;;;;;0;2128;8075;17125;17497;16234;16893;16696;16543;17498;18623;18450;61343;3
CITY CLERK;CITY CLERK;DUES & PROFESSIONAL MEMBERSHIP;;;;;;0;486;288;601;441;450;400;400;420;502;377;484;530;3
CITY CLERK;CITY CLERK;NON-FIXED ASSET EQUIPMENT;;;;;;0;2077;2421;1695;13331;2309;0;1839;0;821;1327;1770;3448;3
CITY CLERK;CITY CLERK;SPECIAL CONTRACTUAL SERVICES;;;;;;0;2073;8042;15100;7430;8011;5142;6676;11717;6326;6414;10245;17500;3
CITY CLERK;CITY CLERK GASB 34 CONV;OVERTIME;;;;;;0;-359;104;-342;0;0;0;0;0;0;0;0;0;3
CITY CLERK;CITY CLERK GASB 34 CONV;INDIRECT COSTS;;;;;;0;-116193;0;0;0;0;0;0;0;0;0;0;0;3
CITY CLERK;CITY CLERK GASB 34 CONV;CAPITAL OUTLAY;;;;;;0;0;-46026;0;0;0;0;0;0;0;0;0;0;3
CITY ATTORNEY;CITY ATTORNEY;DENTAL INSURANCE PREMIUM;;;;;;0;2389;2500;2452;3462;3596;3790;4729;4701;4664;5300;5727;5779;3
CITY ATTORNEY;CITY ATTORNEY;WELLPATH PREMIUM REGULAR EMPLO;;;;;;0;28629;3529;0;0;0;0;0;0;0;0;0;0;3
CITY ATTORNEY;CITY ATTORNEY;RETIREMENT CONTRIBUTIONS-LGERS;;;;;;0;36819;41173;41867;52643;55370;73112;79613;79841;84615;87147;85839;93525;3
CITY ATTORNEY;CITY ATTORNEY;NON-LAW ENFORCEMENT 401-K;;;;;;0;38353;42933;43670;54842;34606;34541;46286;53306;53856;55468;64347;64499;3
CITY ATTORNEY;CITY ATTORNEY;OFFICE SUPPLIES;;;;;;0;3324;3748;2856;6004;3879;4390;2839;5111;2691;4020;3571;6500;3
CITY ATTORNEY;CITY ATTORNEY;POSTAGE;;;;;;0;290;359;899;977;575;720;586;686;491;639;751;800;3
CITY ATTORNEY;CITY ATTORNEY;PRINTING-INTERNAL SERVICES;;;;;;0;161;390;820;441;1132;3243;3307;3493;4382;5765;5793;3500;3
CITY ATTORNEY;CITY ATTORNEY;LOCAL TELEPHONE SERVICE;;;;;;0;2649;2712;2652;4323;0;557;306;477;417;523;499;500;3
CITY ATTORNEY;CITY ATTORNEY;MACHINERY & EQUIPMENT MAINTENA;;;;;;0;0;390;599;390;0;0;0;0;48;0;0;500;3
CITY ATTORNEY;CITY ATTORNEY;OTHER OPERATING COSTS;;;;;;0;234;2;0;0;0;788;848;60;0;0;0;1695;3
CITY ATTORNEY;CITY ATTORNEY FIXED ASSETS  Total;;;;;;;0;1084;632;0;0;0;0;0;0;0;0;0;0;2
CITY ATTORNEY;CITY ATTORNEY GASB 34 CONV;OTHER EMPLOYEE BENEFITS;;;;;;0;1163;1215;-14247;0;0;0;0;0;0;0;0;0;3
AUDIT SERVICES;AUDIT SERVICES DEPARTMENT;FULL TIME PERSONNEL;;;;;;0;338019;290482;400271;334452;349579;354441;333586;340439;350240;315370;349629;372017;3
AUDIT SERVICES;AUDIT SERVICES DEPARTMENT;PART-TIME PERSONNEL;;;;;;0;0;0;0;0;0;0;320;11552;0;17783;6030;0;3
AUDIT SERVICES;AUDIT SERVICES DEPARTMENT;MENTAL HEALTH INSURANCE PREMIU;;;;;;0;1172;526;0;0;0;0;0;0;0;0;0;0;3
AUDIT SERVICES;AUDIT SERVICES DEPARTMENT;PRINTING-INTERNAL SERVICES;;;;;;0;819;406;562;725;729;998;1576;863;678;1389;2499;1500;3
AUDIT SERVICES;AUDIT SERVICES DEPARTMENT;LOCAL TELEPHONE SERVICE;;;;;;0;1625;1630;1613;2528;0;909;0;0;0;0;0;0;3
AUDIT SERVICES;AUDIT SERVICES DEPARTMENT;LONG DISTANCE TELEPHONE SERVIC;;;;;;0;72;77;54;76;0;0;0;0;0;0;0;0;3
AUDIT SERVICES;AUDIT SERVICES DEPARTMENT  Total;;;;;;;0;553848;514125;627542;601273;551907;581166;571288;545056;553966;512620;572969;592858;2
AUDIT SERVICES Total;;;;;;;;0;467572;555217;619873;601273;551907;581166;571288;545056;553966;512620;572969;592858;1
BUDGET AND MANAGEMENT SERVICES;BUDGET & MANAGEMENT SERVICES;FULL TIME PERSONNEL;;;;;;0;455016;575218;540103;516819;533729;566984;549803;688725;685547;708656;746587;637747;3
BUDGET AND MANAGEMENT SERVICES;BUDGET & MANAGEMENT SERVICES;LONGEVITY;;;;;;0;3000;3000;1500;1500;500;0;0;0;0;0;0;0;3
BUDGET AND MANAGEMENT SERVICES;BUDGET & MANAGEMENT SERVICES;ICMA RET HEALTH SAVINGS PLAN;;;;;;0;0;0;0;770;2478;3639;3289;4235;5390;5482;5355;3640;3
BUDGET AND MANAGEMENT SERVICES;BUDGET & MANAGEMENT SERVICES;CELLPHONE;;;;;;0;0;0;0;180;360;360;360;1110;1080;1080;1050;1080;3
BUDGET AND MANAGEMENT SERVICES;BUDGET & MANAGEMENT SERVICES;PRINTING-EXTERNAL SERVICES;;;;;;0;3;-399;0;321;162;467;1064;518;2205;1452;1321;4235;3
BUDGET AND MANAGEMENT SERVICES;BUDGET & MANAGEMENT SERVICES;LOCAL TELEPHONE SERVICE;;;;;;0;1892;1937;1846;3091;0;114;3;117;8;613;1429;0;3
BUDGET AND MANAGEMENT SERVICES;BUDGET & MANAGEMENT SERVICES;TRAINING & RELATED TRAVEL;;;;;;0;1019;788;2884;245;467;125;90;754;1315;2743;2300;2000;3
BUDGET AND MANAGEMENT SERVICES;BUDGET & MANAGEMENT SERVICES;ADVERTISING;;;;;;0;1580;4162;2804;2265;1131;159;2361;2743;0;1886;2829;3950;3
BUDGET AND MANAGEMENT SERVICES;BUDGET & MANAGEMENT SERVICES  Total;;;;;;;0;658665;796535;762665;702114;676928;763736;865776;976612;982494;983037;1084205;885658;2
BUDGET AND MANAGEMENT SERVICES;TMA AUDIT FEES  Total;;;;;;;0;57934;0;0;44905;0;0;0;0;0;0;0;0;2
BUDGET AND MANAGEMENT SERVICES;STRATEGIC INITIATIVES;FULL TIME PERSONNEL;;;;;;0;0;0;0;3940;148775;150796;151761;154275;143593;128997;3866;0;3
BUDGET AND MANAGEMENT SERVICES;STRATEGIC INITIATIVES;LONGEVITY;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3
BUDGET AND MANAGEMENT SERVICES;STRATEGIC INITIATIVES;MEDICARE EXPENSE;;;;;;0;0;0;0;0;2067;2118;2215;2188;2019;1796;72;0;3
BUDGET AND MANAGEMENT SERVICES;STRATEGIC INITIATIVES;POSTAGE;;;;;;0;0;0;0;0;7;11;7;0;3;123;0;0;3
BUDGET AND MANAGEMENT SERVICES;STRATEGIC INITIATIVES;TRAINING & RELATED TRAVEL;;;;;;0;0;0;0;0;840;1801;1125;1038;1761;1714;0;0;3
BUDGET AND MANAGEMENT SERVICES;STRATEGIC INITIATIVES  Total;;;;;;;0;0;0;0;3940;244240;267295;299825;258973;202551;252667;8562;0;2
BUDGET AND MANAGEMENT SERVICES;EXEC LEADERSHIP ACADEMY;ICMA RET HEALTH SAVINGS PLAN;;;;;;;0;0;0;0;0;;;0;;0;0;0;3
BUDGET AND MANAGEMENT SERVICES;EXEC LEADERSHIP ACADEMY;BC/BS HEALTH INS - CITY;;;;;;;0;0;0;0;0;;;0;;0;0;0;3
BUDGET AND MANAGEMENT SERVICES;EXEC LEADERSHIP ACADEMY;NON-LAW ENFORCEMENT 401-K;;;;;;;0;0;0;0;0;;;0;;0;0;0;3
BUDGET AND MANAGEMENT SERVICES;EXEC LEADERSHIP ACADEMY;POSTAGE;;;;;;;0;0;0;0;0;;;0;;0;0;0;3
BUDGET AND MANAGEMENT SERVICES;EXEC LEADERSHIP ACADEMY;LOCAL AUTO MILEAGE;;;;;;;0;0;0;0;0;;;0;;0;0;0;3
BUDGET AND MANAGEMENT SERVICES;EXEC LEADERSHIP ACADEMY;PARKING CHARGES;;;;;;;0;0;0;0;0;;;0;;0;0;0;3
BUDGET AND MANAGEMENT SERVICES;EXEC LEADERSHIP ACADEMY;DUES & PROFESSIONAL MEMBERSHIP;;;;;;;0;0;0;0;0;;;0;;0;0;0;3
BUDGET AND MANAGEMENT SERVICES;EXEC LEADERSHIP ACADEMY;SUBSCRIPTIONS;;;;;;;0;0;0;0;0;;;0;;0;0;0;3
BUDGET AND MANAGEMENT SERVICES;EXEC LEADERSHIP ACADEMY;PROFESSIONAL SERVICES;;;;;;;0;0;0;0;0;;;0;;25133;10762;0;3
BUDGET AND MANAGEMENT SERVICES;EXEC LEADERSHIP ACADEMY;OTHER OPERATING COSTS;;;;;;;0;0;0;0;0;;;0;;0;0;0;3
BUDGET AND MANAGEMENT SERVICES;EXEC LEADERSHIP ACADEMY;GENERAL & ADMINISTRATIVE;;;;;;;0;0;0;0;0;;;0;;0;0;0;3
BUDGET AND MANAGEMENT SERVICES;EXEC LEADERSHIP ACADEMY  Total;;;;;;;;0;0;0;0;0;;;0;;25278;10762;0;2
